,Id,MSSubClass,LotFrontage,LotArea,Alley,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MS_Zoning_group,LotShape_group,LandContour_group,LotConfig_group,Condition1_group,BldgType_group,HouseStyle_group,RoofStyle_group,Exterior1st_group,Exterior2nd_group,MasVnrType_group,ExterCond_group,Foundation_group,BsmtQual_group,BsmtCond_group,HeatingQC_group,Electrical_group,GarageCond_group,SaleType_group,SaleCondition_group
409,410,60,85.0,10800,No_alley_access,Gtl,Somerst,8,5,2007,2008,100.0,Gd,No,GLQ,789,Unf,0,245,1034,Y,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,1,Gd,Attchd,2008.0,Fin,3,836,TA,Y,0,102,0,0,0,0,No_pool,No_fence,0,4,2008,339750,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
410,411,20,68.0,9571,No_alley_access,Gtl,Edwards,5,3,1958,1958,0.0,TA,No,Unf,0,Unf,0,1276,1276,Y,1276,0,0,1276,0,0,1,0,3,1,TA,5,0,No_fireplace,Attchd,1958.0,Unf,1,350,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,6,2009,60000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,TA,Other,Garage_present,Other,
411,412,190,100.0,34650,No_alley_access,Gtl,Gilbert,5,5,1955,1955,0.0,TA,Mn,Rec,1056,Unf,0,0,1056,N,1056,0,0,1056,1,0,1,0,3,1,TA,5,0,No_fireplace,Attchd,1955.0,Fin,2,572,TA,Y,264,0,0,0,0,0,No_pool,No_fence,0,1,2006,145000,FV/ RL,Reg,Bnk,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
412,413,20,,4403,No_alley_access,Gtl,Somerst,7,5,2009,2009,432.0,Ex,Av,GLQ,578,Unf,0,892,1470,Y,1478,0,0,1478,1,0,2,1,2,1,Gd,7,1,Gd,Attchd,2009.0,Fin,2,484,TA,Y,0,144,0,0,0,0,No_pool,No_fence,0,6,2010,222000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
413,414,30,56.0,8960,Grvl,Gtl,OldTown,5,6,1927,1950,0.0,TA,No,Unf,0,Unf,0,1008,1008,Y,1028,0,0,1028,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1927.0,Unf,2,360,TA,Y,0,0,130,0,0,0,No_pool,No_fence,0,3,2010,115000,Other,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Gd,Other,Garage_present,Other,Normal/Alloca
414,415,60,59.0,11228,No_alley_access,Gtl,SawyerW,7,5,1993,1993,0.0,Gd,No,BLQ,50,GLQ,531,499,1080,Y,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,1,TA,Attchd,1993.0,Unf,3,678,TA,Y,196,187,0,0,0,0,No_pool,No_fence,0,12,2008,228000,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
415,416,20,73.0,8899,No_alley_access,Gtl,Gilbert,7,5,2007,2007,0.0,Gd,Av,GLQ,24,Unf,0,1316,1340,Y,1340,0,0,1340,0,0,2,0,3,1,Gd,6,0,No_fireplace,Attchd,2007.0,Fin,2,396,TA,Y,100,30,0,0,0,0,No_pool,No_fence,0,8,2007,181134,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
416,417,60,74.0,7844,No_alley_access,Gtl,Sawyer,6,7,1978,1978,203.0,TA,No,ALQ,209,Unf,0,463,672,Y,672,728,0,1400,0,0,1,1,3,1,TA,6,1,TA,Attchd,1978.0,Fin,2,440,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,3,2006,149500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
417,418,70,86.0,22420,No_alley_access,Gtl,Crawfor,6,6,1918,1950,0.0,TA,No,BLQ,1128,Unf,0,242,1370,N,1370,1254,0,2624,1,0,2,1,4,1,TA,10,1,Gd,Detchd,1918.0,Unf,3,864,TA,N,0,0,0,0,0,0,No_pool,No_fence,0,11,2007,239000,FV/ RL,Irregular,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,Ex/Gd,Basement_present,TA,Other,Garage_present,Other,Normal/Alloca
418,419,50,60.0,8160,No_alley_access,Gtl,Edwards,5,6,1940,1950,0.0,TA,No,ALQ,312,Unf,0,444,756,N,756,378,0,1134,1,0,1,1,3,1,TA,7,0,No_fireplace,Detchd,1940.0,Unf,1,240,TA,P,0,0,0,0,0,0,No_pool,No_fence,0,4,2007,126000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Fa/Po,Other,Garage_present,Other,Family/Abnormal/AdjLand
419,420,20,65.0,8450,No_alley_access,Gtl,NAmes,5,6,1968,1968,0.0,TA,No,BLQ,775,Unf,0,281,1056,Y,1056,0,0,1056,1,0,1,0,3,1,TA,6,1,Fa,Attchd,1968.0,Unf,1,304,TA,Y,0,85,184,0,0,0,No_pool,No_fence,0,7,2010,142000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
420,421,90,78.0,7060,No_alley_access,Gtl,Mitchel,7,5,1997,1998,200.0,TA,Gd,GLQ,1309,Unf,0,35,1344,Y,1344,0,0,1344,2,0,2,0,2,2,TA,8,0,No_fireplace,Attchd,1997.0,Fin,4,784,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,11,2008,206300,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,Other,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,Gd/Fa/Po,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
421,422,20,,16635,No_alley_access,Gtl,NWAmes,6,7,1977,2000,126.0,Gd,No,ALQ,1246,Unf,0,356,1602,Y,1602,0,0,1602,0,1,2,0,3,1,Gd,8,1,TA,Attchd,1977.0,Fin,2,529,TA,Y,240,0,0,0,0,0,No_pool,No_fence,0,6,2009,215000,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
422,423,20,100.0,21750,No_alley_access,Mod,Mitchel,5,5,1954,1954,0.0,TA,No,Unf,0,Unf,0,988,988,Y,988,0,0,988,0,0,1,0,2,1,TA,4,0,No_fireplace,Attchd,1954.0,RFn,2,520,TA,N,0,0,0,0,0,0,No_pool,No_fence,0,2,2008,113000,FV/ RL,Reg,Other,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,Other,Garage_present,Other,Normal/Alloca
423,424,60,80.0,9200,No_alley_access,Gtl,NoRidge,8,5,1998,1998,473.0,Gd,No,GLQ,986,Unf,0,484,1470,Y,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1998.0,Fin,3,696,TA,Y,0,66,0,0,0,0,No_pool,No_fence,0,6,2008,315000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
424,425,20,72.0,9000,No_alley_access,Gtl,NAmes,6,5,1956,1956,74.0,TA,No,LwQ,616,Unf,0,580,1196,Y,1196,0,0,1196,1,0,1,0,2,1,TA,6,1,Gd,Attchd,1956.0,RFn,1,297,TA,Y,0,44,0,0,0,0,No_pool,No_fence,0,5,2008,139000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,Other,Garage_present,Other,Normal/Alloca
425,426,60,60.0,3378,Grvl,Gtl,OldTown,7,8,1946,1992,0.0,TA,No,Unf,0,Unf,0,651,651,Y,707,682,0,1389,0,0,1,1,3,1,TA,6,2,Gd,Detchd,1947.0,Unf,1,240,TA,P,0,0,126,0,0,0,No_pool,No_fence,0,9,2009,135000,Other,Reg,Other,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
426,427,80,,12800,No_alley_access,Mod,SawyerW,7,5,1989,1989,145.0,Gd,Gd,GLQ,1518,Unf,0,0,1518,Y,1644,0,0,1644,1,1,2,0,2,1,Gd,5,1,TA,Attchd,1989.0,Fin,2,569,TA,Y,80,0,0,0,396,0,No_pool,No_fence,0,8,2009,275000,FV/ RL,Reg,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
427,428,20,77.0,8593,No_alley_access,Gtl,NAmes,4,6,1957,1957,0.0,TA,No,Rec,288,Unf,0,619,907,Y,907,0,0,907,0,0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1964.0,Unf,1,352,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,7,2008,109008,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
428,429,20,64.0,6762,No_alley_access,Gtl,CollgCr,7,5,2007,2007,108.0,Gd,No,GLQ,664,Unf,0,544,1208,Y,1208,0,0,1208,1,0,2,0,2,1,Gd,6,0,No_fireplace,Attchd,2007.0,RFn,2,628,TA,Y,105,54,0,0,0,0,No_pool,No_fence,0,9,2007,195400,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
429,430,20,130.0,11457,No_alley_access,Gtl,Timber,6,5,1988,1988,0.0,TA,Mn,GLQ,1005,Unf,0,387,1392,Y,1412,0,0,1412,1,0,2,0,3,1,Gd,6,1,TA,Attchd,1988.0,Unf,2,576,TA,Y,0,0,169,0,0,0,No_pool,No_fence,0,3,2009,175000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
430,431,160,21.0,1680,No_alley_access,Gtl,BrDale,6,5,1971,1971,232.0,TA,No,ALQ,387,Unf,0,96,483,Y,483,504,0,987,0,0,1,1,2,1,TA,4,0,No_fireplace,Detchd,1971.0,Unf,1,264,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,7,2008,85400,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,
431,432,50,60.0,5586,No_alley_access,Gtl,OldTown,6,7,1920,1998,0.0,TA,No,Unf,0,Unf,0,901,901,Y,1088,110,0,1198,0,0,1,0,4,1,TA,7,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,N,0,98,0,0,0,0,No_pool,MnPrv,0,9,2008,79900,Other,Irregular,Bnk,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,,Other,
432,433,160,24.0,1920,No_alley_access,Gtl,BrDale,5,5,1971,1971,376.0,TA,No,ALQ,471,Unf,0,294,765,Y,765,600,0,1365,1,0,1,1,2,1,TA,6,0,No_fireplace,Detchd,1971.0,Unf,2,440,TA,Y,240,36,0,0,0,0,No_pool,No_fence,0,8,2007,122500,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
433,434,60,100.0,10839,No_alley_access,Gtl,Gilbert,6,5,1997,1998,0.0,TA,No,Unf,0,Unf,0,926,926,Y,926,678,0,1604,0,0,2,1,3,1,TA,7,1,TA,Attchd,1997.0,Fin,2,470,TA,Y,0,36,0,0,0,0,No_pool,No_fence,0,7,2008,181000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
434,435,180,21.0,1890,No_alley_access,Gtl,MeadowV,4,7,1972,1972,0.0,TA,Av,ALQ,495,Unf,0,135,630,Y,630,0,0,630,1,0,1,0,1,1,TA,3,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,Y,88,0,0,0,0,0,No_pool,No_fence,0,6,2008,81000,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,Other,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,,Other,Normal/Alloca
435,436,60,43.0,10667,No_alley_access,Gtl,CollgCr,7,6,1996,1996,0.0,Gd,Av,GLQ,385,ALQ,344,70,799,Y,827,834,0,1661,1,0,2,1,3,1,Gd,6,1,TA,Attchd,1996.0,RFn,2,550,TA,Y,158,61,0,0,0,0,No_pool,No_fence,0,4,2009,212000,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
436,437,50,40.0,4400,No_alley_access,Gtl,OldTown,6,8,1920,1950,0.0,TA,No,Unf,0,Unf,0,648,648,Y,734,384,0,1118,0,0,1,0,2,1,TA,6,0,No_fireplace,Detchd,1990.0,Unf,2,440,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,10,2006,116000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,Other,Garage_present,Other,Normal/Alloca
437,438,45,50.0,6000,No_alley_access,Gtl,BrkSide,6,7,1926,2004,0.0,Gd,No,Unf,0,Unf,0,884,884,Y,904,0,0,904,0,0,1,0,2,1,TA,4,0,No_fireplace,Detchd,1926.0,Unf,1,180,TA,Y,0,0,105,0,0,0,No_pool,No_fence,0,1,2009,119000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
438,439,30,40.0,4280,No_alley_access,Gtl,Crawfor,5,6,1913,2002,0.0,TA,No,LwQ,365,Unf,0,75,440,N,694,0,0,694,0,0,1,0,2,1,Gd,4,1,Gd,Detchd,1990.0,Unf,1,352,Gd,P,0,0,34,0,0,0,No_pool,MnPrv,0,3,2007,90350,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
439,440,50,67.0,12354,Grvl,Gtl,Edwards,6,8,1920,2000,0.0,TA,Mn,Unf,0,Unf,0,684,684,Y,684,512,0,1196,0,0,1,0,3,1,Gd,7,0,No_fireplace,Detchd,2005.0,Unf,2,528,TA,Y,0,46,0,0,0,0,No_pool,GdPrv,800,8,2009,110000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
440,441,20,105.0,15431,No_alley_access,Gtl,NridgHt,10,5,2008,2008,200.0,Ex,Gd,GLQ,1767,ALQ,539,788,3094,Y,2402,0,0,2402,1,0,2,0,2,1,Ex,10,2,Gd,Attchd,2008.0,Fin,3,672,TA,Y,0,72,0,0,170,0,No_pool,No_fence,0,4,2009,555000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
441,442,90,92.0,12108,No_alley_access,Gtl,Edwards,4,4,1955,1955,270.0,TA,No,ALQ,133,Unf,0,1307,1440,N,1440,0,0,1440,0,0,2,0,4,2,Fa,8,0,No_fireplace,No_garage,,No_garage,0,0,No_garage,Y,0,0,0,0,0,0,No_pool,No_fence,0,9,2008,118000,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,Other,,Other,Normal/Alloca
442,443,50,52.0,6240,No_alley_access,Gtl,BrkSide,5,7,1930,1992,0.0,TA,No,Unf,0,Unf,0,1078,1078,Y,1128,445,0,1573,0,0,2,0,3,1,TA,8,1,Gd,Detchd,1930.0,Unf,2,360,TA,P,0,0,0,0,0,0,No_pool,No_fence,0,6,2008,162900,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
443,444,120,53.0,3922,No_alley_access,Gtl,Blmngtn,7,5,2006,2007,72.0,Gd,Av,Unf,0,Unf,0,1258,1258,Y,1258,0,0,1258,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,2007.0,Fin,3,648,TA,Y,144,16,0,0,0,0,No_pool,No_fence,0,6,2007,172500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
444,445,60,70.0,8750,No_alley_access,Gtl,CollgCr,7,5,1994,1995,0.0,Gd,No,GLQ,642,Unf,0,273,915,Y,933,975,0,1908,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1994.0,Unf,2,493,TA,Y,144,133,0,0,0,0,No_pool,No_fence,0,7,2008,210000,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
445,446,20,73.0,9855,No_alley_access,Gtl,Edwards,6,5,1956,1956,0.0,TA,No,Unf,0,Unf,0,1436,1436,Y,1689,0,0,1689,0,0,1,0,3,1,TA,7,1,Gd,Attchd,1956.0,Unf,2,480,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,0,11,2009,127500,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Fa/Po,SBrkr,Garage_present,Other,Normal/Alloca
446,447,20,137.0,16492,No_alley_access,Gtl,NAmes,6,6,1966,2002,0.0,Gd,No,ALQ,247,Rec,713,557,1517,Y,1888,0,0,1888,0,0,2,1,2,1,Gd,6,1,Gd,Attchd,1966.0,Fin,2,578,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,6,2010,190000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
447,448,60,,11214,No_alley_access,Gtl,Gilbert,7,5,1998,1999,0.0,Gd,No,Unf,0,Unf,0,930,930,Y,956,930,0,1886,0,0,2,1,4,1,Gd,10,1,TA,Attchd,1998.0,Fin,2,431,TA,Y,89,0,0,0,0,0,No_pool,No_fence,0,7,2006,199900,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
448,449,50,50.0,8600,No_alley_access,Gtl,IDOTRR,6,6,1937,1950,0.0,TA,No,Unf,0,Unf,0,780,780,Y,780,596,0,1376,0,0,2,0,3,1,TA,7,1,Gd,Detchd,1937.0,Unf,1,198,TA,N,0,0,0,0,0,0,No_pool,No_fence,0,6,2006,119500,Other,Reg,Bnk,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
449,450,50,50.0,6000,No_alley_access,Gtl,OldTown,3,7,1948,2002,0.0,TA,No,ALQ,331,Unf,0,318,649,Y,679,504,0,1183,0,0,1,1,2,1,TA,6,0,No_fireplace,Detchd,1981.0,Unf,1,308,TA,Y,0,176,0,0,0,0,No_pool,No_fence,0,6,2007,120000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
450,451,30,70.0,5684,No_alley_access,Gtl,OldTown,6,8,1930,2005,0.0,TA,No,Unf,0,Unf,0,813,813,Y,813,0,0,813,0,0,1,0,2,1,Gd,5,0,No_fireplace,Detchd,1932.0,Unf,1,270,Fa,N,0,113,0,0,0,0,No_pool,No_fence,0,6,2006,110000,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Ex,Other,Garage_present,Other,Normal/Alloca
451,452,20,62.0,70761,No_alley_access,Mod,ClearCr,7,5,1975,1975,0.0,TA,Gd,ALQ,655,Unf,0,878,1533,Y,1533,0,0,1533,1,0,2,0,2,1,Gd,5,2,TA,Attchd,1975.0,Unf,2,576,TA,Y,200,54,0,0,0,0,No_pool,No_fence,0,12,2006,280000,FV/ RL,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
452,453,60,,9303,No_alley_access,Gtl,Timber,6,5,1996,1997,42.0,Gd,No,ALQ,742,Unf,0,130,872,Y,888,868,0,1756,1,0,2,1,3,1,TA,7,0,No_fireplace,Attchd,1996.0,Fin,2,422,TA,Y,144,122,0,0,0,0,No_pool,No_fence,0,7,2007,204000,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
